State,City,Organization Name,Facility Name,Application,SIC4,NAICS,Op Year,Latest Install Year,Capacity (kW),Prime Mover,Fuel Class - Prim Fuel,Last Verified,Project Profile Link,Microgrid,Critical Infrastructure,EPA Award Winner
CA,Brawley,Spreckels Sugar Company,Spreckels Sugar Company,Food Processing,2063,311313,1948,1948,"8,900",Boiler/Steam Turbine,NG - Natural Gas,2010,,,,
CO,Colorado Springs,Colorado College,Tutt Library,Colleges/Universities,8221,61131,2017,2017,130,Microturbine,NG - Natural Gas,2018,,,X,
CO,Greeley,Leprino Foods,Leprino Foods Manufacturing Plant,Food Processing,2022,311513,2017,2017,480,Reciprocating Engine,BIOMASS - Digester Gas,2018,,,,
CO,Broomfield,Multi-Family Building,Multi-Family Building,Multi-Family Buildings,6513,53111,2016,2016,70,Microturbine,NG - Natural Gas,2017,,,,
CO,Denver,ENGIE North America / Metro Wastewater Reclamation District,Robert W. Hite Treatment Facility,Wastewater Treatment,4952,22132,2000,2016,"6,370",Combustion Turbine,BIOMASS - Digester Gas,2017,http://www.chptap.org/Data/projects/Denver_Metro_Wastewater-Project_Profile.pdf,,X,
CO,Boulder,University of Colorado - Boulder,West District Energy Plant,Colleges/Universities,8221,61131,2012,2015,"32,500",Boiler/Steam Turbine,NG - Natural Gas,2016,http://www.chptap.org/Data/projects/CU-Boulder-Project_Profile.pdf,,X,
CO,Brighton,City of Brighton,Brighton Water Treatment Plant,Wastewater Treatment,4952,22132,2015,2015,370,Reciprocating Engine,BIOMASS - Digester Gas,2019,,,X,
CO,Durango,Williams Companies / Harvest Midstream,Ignacio Gas Plant,Petroleum Refining,2911,32411,2014,2014,"6,200",Boiler/Steam Turbine,WASTE - Waste Heat,2018,http://www.chptap.org/Data/projects/HilcorpIgnacio-Project_Profile.pdf,,,
CO,Gypsum,Eagle Valley Clean Energy,Eagle Valley Clean Energy Biomass Plant,Utilities,4911,221117,2013,2013,"11,500",Boiler/Steam Turbine,WOOD - Wood,2019,,,,
CO,,Misc. Manufacturing,Misc. Manufacturing,Misc. Manufacturing,3900,339999,2012,2012,300,Microturbine,NG - Natural Gas,2013,,,,
CO,Durango,City of Durango,Durango Wastewater Treatment Plant,Wastewater Treatment,4952,22131,2009,2009,65,Microturbine,BIOMASS - Digester Gas,2015,,,X,
CO,Peetz,Highline Electric Cooperative,Trailblazer Pipeline Compressor Station*,Utilities,4922,48621,2009,2009,"4,000",Organic Rankine Cycle,WASTE - Waste Heat,2018,http://www.chptap.org/Data/projects/Trailblazer-Project_Profile1.pdf,,X,
CO,Yuma,Yuma Ethanol,Yuma Ethanol,Chemicals,2869,325193,2007,2007,"2,000",Backpressure Steam Turbine,WASTE - Waste Heat,2018,,,,
CO,Sterling,"Sterling Ethanol, LLC",Sterling Ethanol,Chemicals,2869,325193,2006,2006,"1,000",Backpressure Steam Turbine,WASTE - Waste Heat,2018,,,,
CO,Fort Collins,Colorado State University,Main Campus Central Heating Plant,Colleges/Universities,8221,61131,2005,2005,800,Boiler/Steam Turbine,NG - Natural Gas,2016,,,X,
CO,Fort Collins,New Belgium Brewing Company,New Belgium Brewing Company,Food Processing,2082,31212,2003,2003,760,Reciprocating Engine,BIOMASS - Digester Gas,2019,http://www.chptap.org/Data/projects/New_Belgium-Project_Profile.pdf,,,
CO,Boulder,Black Hills Colorado LLC,Valmont Combustion Turbine Project,Utilities,4939,221112,2000,2001,"79,800",Combustion Turbine,NG - Natural Gas,2015,,,,
CO,Brighton,Industrial Greenhouse,Industrial Greenhouse,Agriculture,182,111419,1999,1999,70,Microturbine,NG - Natural Gas,2006,,,,
CO,Littleton,Littleton-Englewood Wastewater Treatment Plant,Littleton-Englewood WWTP,Wastewater Treatment,4952,22132,1999,1999,900,Reciprocating Engine,BIOMASS - Digester Gas,2014,,,X,
CO,Fort Lupton,"Kinder Morgan / Thermo Cogeneration Partnership, LP",Greenhouse At Montfort Packing Site,Agriculture,182,111419,1994,1994,"272,000",Combined Cycle,NG - Natural Gas,2014,,,,X
CO,Boulder,City of Boulder,75th Street Wastewater Treatment Facility,Wastewater Treatment,4952,562212,1990,1990,700,Reciprocating Engine,BIOMASS - Digester Gas,2015,,,X,
CO,Eagle,"National Energy Systems, Inc.",Eagle Gypsum Products,Stone/Clay/Glass,3275,32742,1990,1990,"9,600",Combustion Turbine,NG - Natural Gas,2014,,,,
CO,Aurora,Anadarko Petroleum,Wattenberg Gas Processing Plant,Oil/Gas Extraction,1311,211111,1988,1988,654,Combustion Turbine,NG - Natural Gas,2013,,,,
CO,Arvada,City of Arvada,George Meyers Pool,Amusement/Recreation,7997,71394,1985,1985,135,Reciprocating Engine,NG - Natural Gas,2019,,,,
CO,Golden,Suez Energy North America - Colorado Golden Energy Corporation,MillerCoors Company Brewery,Food Processing,2082,31212,1976,1977,"20,000",Boiler/Steam Turbine,NG - Natural Gas,2016,http://www.chptap.org/Data/projects/MillerCoors-Project_Profile.pdf,,,
CO,Fort Morgan,Western Sugar,Western Sugar Fort Morgan,Food Processing,2062,311312,1950,1950,"3,000",Boiler/Steam Turbine,COAL - Coal,2016,,,,
CO,Denver,Public Service Co of Colorado,Xcel Energy District Heating System,District Energy,4961,22133,1948,1948,"70,000",Boiler/Steam Turbine,NG - Natural Gas,2017,,,X,
CT,,Aegis Energy Services Inc.,2nd Congregational Church Elderly Housing,Multi-Family Buildings,6513,53111,,,60,Reciprocating Engine,NG - Natural Gas,2003,,,,
CT,,Aegis Energy Services Inc.,United Church of Christ Elderly Housing,Multi-Family Buildings,6513,53111,,,60,Reciprocating Engine,NG - Natural Gas,2003,,,,
CT,Enfield,Aegis Energy Services Inc.,St. Joseph's Residence,Nursing Homes,8051,62311,,,60,Reciprocating Engine,NG - Natural Gas,2003,,,X,
CT,Bridgeport,City of Bridgeport,Bridgeport City Hall Microgrid,General Gov't.,9111,92111,2018,2018,"1,045",Reciprocating Engine,NG - Natural Gas,2018,,,X,
CT,Hartford,EnviroPower Technologies,EnviroPower Headquarters,Commercial Buildings,6512,53112,2018,2018,6,Boiler/Steam Turbine,NG - Natural Gas,2019,,X,,
CT,New London,U.S. Coast Guard / Ameresco,Coast Guard Academy,Colleges/Universities,8221,61131,2018,2018,"1,100",Microturbine,NG - Natural Gas,2019,,,X,
CT,Naugatuck,City of Naugatuck / Veolia,Naugatuck Treatment Plant,Wastewater Treatment,4952,22132,2017,2017,"1,380",Fuel Cell,NG - Natural Gas,2017,,,X,
CT,Oakville,Watertown School District,John Trumbull Primary School,Schools,8211,61111,2017,2017,75,Reciprocating Engine,NG - Natural Gas,2018,,,X,
CT,Southington,Quantum Biopower,Southington Municipal Buildings,General Gov't.,9111,92111,2017,2017,"1,200",Reciprocating Engine,BIOMASS - Digester Gas,2019,,,,
CT,Woodbridge,Woodbridge Microgrid / United Illuminating,Amity Regional High School,Schools,8211,61111,2017,2017,"2,200",Fuel Cell,NG - Natural Gas,2017,,,X,
CT,Groton,Pfizer / FuelCell Energy,Pfizer Groton,Chemicals,2834,325412,2016,2016,"5,600",Fuel Cell,NG - Natural Gas,2017,,,,
CT,Guilford,Guilford Public Schools,Guilford High School,Schools,8211,61111,2016,2016,100,Reciprocating Engine,NG - Natural Gas,2018,,,X,
CT,Hamden,Connecticut Transit,Maintenance and Storage Facility,Ground Transportation,4173,48849,2016,2016,400,Fuel Cell,NG - Natural Gas,2016,,,X,
CT,Hartford,City of Hartford / Constellation,Parkville Microgrid,District Energy,4961,22133,2016,2016,800,Fuel Cell,NG - Natural Gas,2017,,,X,
CT,New Haven,Yale University,Central Power Plant,Colleges/Universities,8221,61131,1998,2016,"38,300",Combustion Turbine,NG - Natural Gas,2017,,,X,
CT,Sprague,Amgraph Packaging,Amgraph Packaging,Printing/Publishing,2752,323111,2016,2016,400,Fuel Cell,NG - Natural Gas,2016,,,,
CT,Watertown,Watertown Public Schools,Watertown High School,Schools,8211,61111,2016,2016,75,Microturbine,NG - Natural Gas,2018,,,X,
CT,Bloomfield,Pepperidge Farm,Pepperidge Farm Bakery,Food Processing,2051,311812,2005,2015,"2,900",Fuel Cell,NG - Natural Gas,2016,,,,
CT,Bridgeport,"2G Energy, Bridgeport Water Pollution Control Authority (WPCA)",Bridgeport Water Pollution Control Authority (WPCA),Wastewater Treatment,4952,22132,2015,2015,"1,600",Reciprocating Engine,BIOMASS - Digester Gas,2016,,,X,
CT,Brookfield,Regional YMCA of Western Connecticut,Greenknoll YMCA Brookfield,Amusement/Recreation,7991,71394,2015,2015,75,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Hartford,Multi-Family Building,Multi-Family Building,Multi-Family Buildings,6513,53111,2015,2015,400,Fuel Cell,NG - Natural Gas,2017,,,,
CT,Meriden,Meriden YMCA,Meriden YMCA,Amusement/Recreation,7991,71394,2015,2015,60,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Milford,Woodruff Family YMCA,Milford YMCA,Amusement/Recreation,7991,71394,2015,2015,60,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Newtown,Nursing Home,Nursing Home,Nursing Homes,8051,62311,2015,2015,75,Reciprocating Engine,NG - Natural Gas,2017,,,X,
CT,Newtown,Aegis Energy Services Inc.,"Ashlar of Newtown, Nursing Home",Nursing Homes,8051,62311,1998,2015,150,Reciprocating Engine,NG - Natural Gas,2017,,,X,
CT,Stamford,"Controlled Temperatures, Inc.",29 Parker Avenue Office,Commercial Buildings,6512,53312,2015,2015,10,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Farmington,The Jackson Laboratory,JAX Genomic Medicine,Misc. Services,8731,541715,2014,2014,250,Reciprocating Engine,NG - Natural Gas,2018,,,X,
CT,Hartford,DCO Energy / Hartford Steam Company,Hartford Hospital - South End System,Hospitals,8062,62211,1999,2014,"8,900",Combined Cycle,NG - Natural Gas,2017,,,X,
CT,Middletown,Wesleyan University,Wesleyan University,Colleges/Universities,8221,61131,2009,2014,"3,076",Reciprocating Engine,NG - Natural Gas,2016,,X,X,
CT,New Haven,"The Connection, Inc.",The Connection,Multi-Family Buildings,6513,53111,2014,2014,20,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Westport,Athletic Facility,Athletic Facility,Amusement/Recreation,7991,71394,2014,2014,75,Reciprocating Engine,NG - Natural Gas,2016,,,,
CT,,Multi-Family Building,Multi-Family Building,Multi-Family Buildings,6513,53111,2013,2013,20,Reciprocating Engine,NG - Natural Gas,2014,,,,
CT,,Multi-Family Building,Multi-Family Building,Multi-Family Buildings,6513,53111,2013,2013,10,Reciprocating Engine,NG - Natural Gas,2014,,,,
CT,Cheshire,Retail Center,Retail Center,Wholesale/Retail,5200,444,2013,2013,600,Fuel Cell,NG - Natural Gas,2014,,,,
CT,Danbury,Western Connecticut State University,Science Building,Colleges/Universities,8221,613111,2013,2013,400,Fuel Cell,NG - Natural Gas,2014,,,X,
CT,Greenwich,Enserv / Connecticut Natural Gas,Greenwich YMCA,Amusement/Recreation,7991,71394,1997,2013,135,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Meriden,Multi-Family Building,Multi-Family Building,Multi-Family Buildings,6513,53111,2013,2013,75,Reciprocating Engine,NG - Natural Gas,2014,,,,
CT,Middletown,Middlesex Hospital,Middlesex Hospital,Hospitals,8060,62211,2013,2013,"1,600",Reciprocating Engine,NG - Natural Gas,2014,,,X,
CT,New Haven,West Village Apartments and YMCA,West Village Apartments and YMCA,Amusement/Recreation,7991,71394,2013,2013,80,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,New Haven,Aegis Energy Services Inc.,New Haven Jewish Community Center,Community Services,8322,62419,1993,2013,135,Reciprocating Engine,NG - Natural Gas,2014,,,,
CT,Pomfret,The Fulcrum Group,The Pomfret School,Schools,8211,611111,2013,2013,70,Microturbine,NG - Natural Gas,2014,,,X,
CT,Fairfield,Fairfield Police Department,Fairfield Police Department,Justice/Public Order,9221,92212,2012,2012,60,Reciprocating Engine,NG - Natural Gas,2012,,,X,
CT,Groton,Carla's Pasta,Carla's Pasta,Food Processing,2098,311824,2012,2012,300,Fuel Cell,NG - Natural Gas,2013,,,,
CT,Hartford,St. Francis Hospital and Medical Center,St. Francis Hospital Mount Sinai Campus,Hospitals,8062,62211,2012,2012,400,Fuel Cell,NG - Natural Gas,2012,,,X,
CT,Hartford,Mary M. Hooker Magnet School,Mary M. Hooker Environmental Sciences Magnet School,Schools,8211,611111,2012,2012,60,Reciprocating Engine,NG - Natural Gas,2018,,,X,
CT,New Britain,Central Connecticut State University,Central Connecticut State University (New Britain),Colleges/Universities,8221,61131,2004,2012,"3,900",Reciprocating Engine,NG - Natural Gas,2013,,,X,
CT,New Haven,New Haven City Hall,New Haven City Hall,General Gov't.,9100,92119,2012,2012,400,Fuel Cell,NG - Natural Gas,2012,,,,
CT,New Milford,New Milford Car Wash,New Milford Car Wash,Carwashes,7542,811192,2012,2012,5,Reciprocating Engine,NG - Natural Gas,2014,,,,
CT,Norwich,Wastewater Treatment Plant,Wastewater Treatment Plant,Wastewater Treatment,4952,221132,2012,2012,130,Microturbine,BIOMASS - Biomass,2013,,,X,
CT,Storrs,University of Connecticut,Connecticut Global Fuel Cell Center,Colleges/Universities,8221,61131,2005,2012,440,Fuel Cell,NG - Natural Gas,2015,,,X,
CT,West Haven,Restaurant,Restaurant,Restaurants,5812,72211,2012,2012,10,Reciprocating Engine,BIOMASS - Biomass,2013,,,,
CT,Willimantic,Eastern Connecticut State University,Science Building,Colleges/Universities,8221,613111,2012,2012,400,Fuel Cell,NG - Natural Gas,2014,,,X,
CT,Windsor Locks,"Algonquin Power Cogen Plant Reconfiguration, Hamilton Sundstrand Windsor Locks Facility",Ahlstrom Specialty Paper Mill,Pulp & Paper,2621,322121,1990,2012,"71,000",Combined Cycle,NG - Natural Gas,2016,,,,
CT,Branford,Central Connecticut Coast YMCA,Soundview Family YMCA,Amusement/Recreation,7991,71394,2011,2011,60,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Danbury,Danbury Hospital,Danbury Hospital,Hospitals,8062,62211,2011,2011,"4,500",Combustion Turbine,NG - Natural Gas,2011,,,X,
CT,East Hartford,Coca-Cola Bottling Company,Coca-Cola Bottling Plant,Food Processing,2086,312111,2011,2011,800,Fuel Cell,NG - Natural Gas,2018,,,,
CT,Fairfield,Whole Foods,Whole Foods,Food Sales,5411,44511,2011,2011,400,Fuel Cell,NG - Natural Gas,2013,,,,
CT,Greenwich,Private Residence,Private Residence,Households,8811,81411,2011,2011,10,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Hartford,St. Francis Hospital and Medical Center,St. Francis Hospital Main Campus,Hospitals,8062,62211,2011,2011,200,Fuel Cell,NG - Natural Gas,2015,,,X,X
CT,Hartford,Hartford Public Schools,Annie Fisher STEM Magnet,Schools,8211,61111,2011,2011,75,Reciprocating Engine,NG - Natural Gas,2018,,,X,
CT,Hartford,Hartford Public Schools,Capital Prep Magnet School,Schools,8211,61111,2011,2011,75,Reciprocating Engine,NG - Natural Gas,2018,,,X,
CT,Middletown,Price Chopper,Price Chopper Supermarket,Food Sales,5411,44511,2011,2011,460,Fuel Cell,NG - Natural Gas,2018,,,,
CT,Middletown,Peninsula Metropolitan YMCA,Middlesex YMCA,Amusement/Recreation,7991,71394,2011,2011,75,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,New Haven,Roberto Clemente Leadership Academy,Roberto Clemente Leadership Academy,Schools,8211,61111,2011,2011,400,Fuel Cell,NG - Natural Gas,2012,,,X,
CT,North Haven,Town of North Haven,Walter Gawrych Community Pool,Amusement/Recreation,7991,71394,2011,2011,35,Reciprocating Engine,NG - Natural Gas,2019,,,,
CT,Old Saybrook,Aegis Energy Services,Saybrook Point Inn,Hotels,7011,72111,2011,2011,75,Reciprocating Engine,NG - Natural Gas,2012,,,,
CT,South Windsor,UTC Headquarters,UTC Headquarters,Commercial Buildings,6512,53112,2011,2011,400,Fuel Cell,NG - Natural Gas,2012,,,,
CT,Stratford,Sikorsky Aircraft,Sikorsky Aircraft,Transportation Equip.,3721,336411,2011,2011,"10,700",Combustion Turbine,NG - Natural Gas,2013,,,,
CT,Wilton,ASML,ASML,Misc. Manufacturing,3999,339999,2011,2011,"2,055",Reciprocating Engine,NG - Natural Gas,2013,,,,
CT,Danbury,Supermarket,Supermarket,Food Sales,5411,44551,2010,2010,12,Reciprocating Engine,BIOMASS - Biomass,2011,,,,
CT,Greenwich,Private Residence,Private Residence,Households,8811,81411,2010,2010,9,Reciprocating Engine,NG - Natural Gas,2011,,,,
CT,Hartford,Connecticut Science Center,Connecticut Science Center,Zoos/Museums,8412,71211,2010,2010,200,Fuel Cell,NG - Natural Gas,2010,,,,
CT,Ledyard,Mashantucket Pequot Tribal Nation,Foxwoods Casino,Hotels,7011,72111,2010,2010,"15,000",Combustion Turbine,NG - Natural Gas,2013,,,,
CT,New Haven,Yale University,"Sterling Power Plant, Yale Medical School Campus",Colleges/Universities,8221,61131,2010,2010,"15,000",Combustion Turbine,NG - Natural Gas,2017,,,X,
CT,New Haven,Becker + Becker,360 State Street Apartments,Multi-Family Buildings,6513,53111,2010,2010,400,Fuel Cell,NG - Natural Gas,2010,,,,
CT,New Haven,Aegis Energy Services,Hillhouse High School,Schools,8211,61111,2010,2010,75,Reciprocating Engine,NG - Natural Gas,2012,,,X,
CT,Southington,Aegis Energy Services,Southington YMCA,Amusement/Recreation,7991,71394,2010,2010,75,Reciprocating Engine,NG - Natural Gas,2012,,,,
CT,West Hartford,Aegis Energy Services,Hebrew Health Care,Nursing Homes,8051,62311,2010,2010,150,Reciprocating Engine,NG - Natural Gas,2012,,,X,
CT,West Hartford,Aegis Energy Services - Hughes Health and Rehabilitation,Hughes Health and Rehabilitation,Nursing Homes,8051,62311,2010,2010,75,Reciprocating Engine,NG - Natural Gas,2014,,,X,
CT,Westport,Private Residence,Private Residence,Households,8811,81411,2010,2010,9,Reciprocating Engine,NG - Natural Gas,2011,,,,
CT,Westport,Private Residence,Private Residence,Households,8811,81411,2010,2010,5,Reciprocating Engine,NG - Natural Gas,2011,,,,
CT,Avon,Avon Health Center,Avon Health Center,Nursing Homes,8051,62311,2009,2009,75,Reciprocating Engine,NG - Natural Gas,2009,,,X,
CT,East Hartford,"Dunn Paper, Inc.",Specialty Paper Mill,Misc. Manufacturing,3900,339999,2009,2009,"2,920",Combustion Turbine,NG - Natural Gas,2015,,,,
CT,Groton,"Pfizer, Inc.",Groton Lab,Chemicals,2833,325411,1948,2009,"40,000",Boiler/Steam Turbine,NG - Natural Gas,2017,,,,
CT,Hartford,Hartford Steam Company,Downtown Hartford System,District Energy,4961,22133,2009,2009,"3,800",Combustion Turbine,NG - Natural Gas,2016,,,X,
CT,Killingly,Frito Lay,Frito Lay,Food Processing,2096,311919,2009,2009,"4,500",Combustion Turbine,NG - Natural Gas,2013,http://www.energy.gov/sites/prod/files/2015/08/f26/PepsiCo%20Frito-Lay%20CHP%20Case%20Study_07.02.15.pdf,,,
CT,New Haven,Honest Buildings / Medtronic,Covidien Products Main Building,Instruments,3842,339113,2009,2009,"2,000",Reciprocating Engine,NG - Natural Gas,2013,,,,
CT,Stratford,Lord Chamberlain Nursing and Rehabilitation Center,Lord Chamberlain Nursing and Rehabilitation Center,Nursing Homes,8051,62311,2009,2009,150,Reciprocating Engine,NG - Natural Gas,2009,,,X,
CT,West Hartford,Aegis Energy Services,Mandell Jewish Community Center,Community Services,8322,62419,2009,2009,150,Reciprocating Engine,NG - Natural Gas,2012,,,,
CT,West Hartford,Brookview Corporation / West Hartford Health and Rehabilitation Center,West Hartford Health and Rehabilitation Center,Nursing Homes,8051,62311,2009,2009,75,Reciprocating Engine,NG - Natural Gas,2014,,,X,
CT,Ansonia,Ansonia Generation LLC,Ansonia Generation,Utilities,4939,221112,2008,2008,"62,903",Combustion Turbine,NG - Natural Gas,2008,,,,
CT,Avon,Connecticut Online Computer Center,CT Online Computer Center,Communications,4800,51339,2008,2008,390,Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,Bloomfield,Duncaster Inc.,Duncaster Retirement Community,Nursing Homes,8051,62311,2007,2008,225,Reciprocating Engine,NG - Natural Gas,2018,http://www.chptap.org/Data/projects/Duncaster_Retirement_Community-Project_Profile.pdf,,X,
CT,Branford,Branford High School,Branford High School,Schools,8211,61111,2008,2008,227,Microturbine,NG - Natural Gas,2016,,,X,
CT,Danbury,City of Danbury,City of Danbury,General Gov't.,9100,92119,2008,2008,75,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,East Hartford,Cabela's at Rentschler Field / UTC Power,Cabela's at Rentschler Field,Wholesale/Retail,5331,45299,2008,2008,800,Fuel Cell,NG - Natural Gas,2009,,,,
CT,East Hartford,Connecticut Natural Gas Corporation,CNG Corporation,Utilities,4929,221112,2008,2008,75,Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,East Haven,Woodview Elderly Housing,Woodview Elderly Housing,Multi-Family Buildings,6513,53111,2008,2008,75,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Glastonbury,Flanagan Industries,Flanagan Industries,Instruments,3600,335,2008,2008,831,Combustion Turbine,NG - Natural Gas,2008,,,,
CT,Glastonbury,Whole Foods Market Inc.,Whole Foods Market,Food Sales,5411,44511,2008,2008,200,Fuel Cell,NG - Natural Gas,2008,,,,
CT,Greenwich,Greenwich Hospital Association,Greenwich Hospital,Hospitals,8062,62211,2008,2008,"2,500",Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,Mansfield,Mansfield Parks and Recreation,Mansfield Community Center,Amusement/Recreation,7997,71394,2008,2008,100,Reciprocating Engine,NG - Natural Gas,2018,,,,
CT,Meriden,Meriden Housing Authority,Meriden Housing Authority,Multi-Family Buildings,6513,53111,2008,2008,300,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Middlebury,Westover School,Westover School,Schools,8211,61111,2008,2008,70,Microturbine,NG - Natural Gas,2008,,,X,
CT,Montville,Rand Whitney,Rand Whitney Containerboard Mill,Pulp & Paper,2631,32213,2008,2008,"14,250",Combustion Turbine,NG - Natural Gas,2008,,,,
CT,New Haven,Honest Buildings / Medtronic,Covidien Polymer Development Braid Manufacturing Facility (PDBMF),Instruments,3842,339119,2008,2008,"3,000",Reciprocating Engine,NG - Natural Gas,2013,,,,
CT,New Haven,Greater New Haven Water Treatment,Greater New Haven Water Treatment Plant,Wastewater Treatment,4952,22132,2008,2008,750,Reciprocating Engine,BIOMASS - Digester Gas,2008,,,X,
CT,New Milford,Kimberly Clark,Kimberly Clark New Milford Mill,Pulp & Paper,2621,322121,2008,2008,"35,168",Combustion Turbine,NG - Natural Gas,2015,,,,
CT,Newington,United Technologies,United Technologies - Data,Misc. Services,7374,51821,2008,2008,"1,170",Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,Newington,Kohler Mix Specialties,Kohler Mix Specialties,Food Processing,2024,31152,2008,2008,848,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Newington,Component Technologies,Component Technologies,Fabricated Metals,3444,332322,2008,2008,325,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,North Haven,Medtronic,Covidien Products,Chemicals,2836,325414,2008,2008,"4,797",Combustion Turbine,NG - Natural Gas,2014,,,,
CT,Orange,Southern Connecticut Gas Company,Southern CT Gas,Utilities,4939,221112,2008,2008,75,Reciprocating Engine,NG - Natural Gas,2018,,,X,
CT,Shelton,Latex International,Latex International,Rubber & Plastics,3000,326,2008,2008,"1,500",Combustion Turbine,NG - Natural Gas,2008,,,,
CT,South Windsor,Nu Way Tobacco Company,Nu Way Tobacco Company,Tobacco,2111,312221,2008,2008,375,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Wethersfield,Executive Square House,Executive Square House,Multi-Family Buildings,6513,53111,2008,2008,75,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Willimantic,Windham Hospital,Windham Hospital,Hospitals,8062,62211,2008,2008,325,Microturbine,NG - Natural Gas,2009,,,X,
CT,Windsor,Taylor & Fenn,Taylor and Fenn,Primary Metals,3322,331511,2008,2008,"2,800",Combustion Turbine,NG - Natural Gas,2008,,,,
CT,Windsor,Chromally,Chromally,Instruments,3600,335,2008,2008,"1,066",Combustion Turbine,NG - Natural Gas,2008,,,,
CT,Bridgeport,"Alliant Energy / EUA / Highland Energy Partners, L.P.",Bridgeport YMCA,Amusement/Recreation,7991,71394,2002,2007,110,Reciprocating Engine,NG - Natural Gas,2014,,,,
CT,Cheshire,Elim Park Baptist Home,Elim Park Baptist Home,Nursing Homes,8051,62311,2007,2007,75,Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,Fairfield,Fairfield University,Fairfield University,Colleges/Universities,8221,61131,2007,2007,"4,600",Combustion Turbine,NG - Natural Gas,2016,,X,X,X
CT,Hamden,YMCA Hamden/New Haven,YMCA Hamden/New Haven,Amusement/Recreation,7990,71399,2007,2007,50,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Hartford,Bushnell on the Park,Bushnell on the Park,Multi-Family Buildings,6513,53111,2007,2007,150,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Mashantucket,Mashantucket Community Center,Mashantucket Comm. Center,Amusement/Recreation,7990,71399,2007,2007,75,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Middletown,United Technologies,United Technologies (Pratt & Whitney),Transportation Equip.,3724,336412,2007,2007,"7,520",Combustion Turbine,NG - Natural Gas,2008,,,,
CT,Milford,YMCA Milford/Woodruff,YMCA Milford/Woodruff,Amusement/Recreation,7990,71399,2007,2007,50,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,New Britian,Jerome Home,Jerome Home,Nursing Homes,8051,62311,2007,2007,75,Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,New Haven,Sargent Manufacturing,Sargent Manufacturing,Fabricated Metals,3429,332999,2007,2007,535,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,New Haven,Central Connecticut Coast YMCA,YMCA New Haven,Amusement/Recreation,7990,71399,2007,2007,70,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,New London,Sheffield Pharmaceuticals,Sheffield Labs,Chemicals,2800,325,2007,2007,754,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,Norwalk,Norwalk High School,Norwalk High School,Schools,8211,61111,2007,2007,250,Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,Norwalk,Norwalk Hospital,Norwalk Hospital,Hospitals,8062,62211,1992,2007,"3,900",Combustion Turbine,NG - Natural Gas,2008,,,X,
CT,Southington,Southington Care Center,Southington Care Center,Nursing Homes,8051,62311,2007,2007,75,Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,Storrs,University of Connecticut,Uconn Main Campus,Colleges/Universities,8221,61131,2007,2007,"25,000",Combined Cycle,NG - Natural Gas,2016,,,X,
CT,Torrington,Northwestern Connecticut YMCA,Northwestern CT YMCA,Amusement/Recreation,7990,71399,2007,2007,50,Reciprocating Engine,NG - Natural Gas,2008,,,,
CT,West Harford,Saint Mary Home,St. Mary Home,Nursing Homes,8051,62311,2007,2007,75,Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,Willimantic,Windham Public School,Windham Public School,Schools,8211,61111,2007,2007,150,Reciprocating Engine,NG - Natural Gas,2008,,,X,
CT,East Hartford,East Hartford High School,East Hartford High School,Schools,8211,61111,2006,2006,240,Microturbine,NG - Natural Gas,2016,,,X,
CT,East Hartford,United Technologies,Pratt & Whitney Operations,Machinery,3519,333618,1992,2006,"28,260",Combustion Turbine,NG - Natural Gas,2010,,,,
CT,Hartford,Misc. Facility,Misc. Facility,Other/Unknown,9900,999,2006,2006,60,Microturbine,NG - Natural Gas,2008,,,,
