naics,naics_desc,total,blast_furnace,waste_gas,pet_coke,pulp_liq,wood_chips,waste_oils,region,n_naics
331315,"  Aluminum Sheet, Plate and Foils",0,0,0,0,0,0,0,west,6
331318,"  Other Aluminum Rolling, Drawing and Extruding",0,0,0,0,0,0,0,west,6
3314," Nonferrous Metals, except Aluminum",0.1,0,0,0.1,0,0,0,west,4
331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,0.1,0,0,0.1,0,0,0,west,6
3315, Foundries,0,0,0,0,0,0,0,west,4
331511,   Iron Foundries,0,0,0,0,0,0,0,west,6
331523,   Nonferrous Metal Die-Casting Foundries,0,0,0,0,0,0,0,west,6
331524,"  Aluminum Foundries, except Die-Casting",0,0,0,0,0,0,0,west,6
332,Fabricated Metal Products,0,0,0,0,0,0,0,west,3
333,Machinery,1,0,1,0,0,0,0,west,3
334,Computer and Electronic Products,0.1,0,0,0,0,0.1,0,west,3
334413,  Semiconductors and Related Devices,0,0,0,0,0,0,0,west,6
335,"Electrical Equip., Appliances, and Components",0.1,0,0.1,0,0,0,0,west,3
336,Transportation Equipment,1.9,0,1.9,0,0,0,0,west,3
336111,Automobiles,0,0,0,0,0,0,0,west,6
336112,  Light Trucks and Utility Vehicles,0,0,0,0,0,0,0,west,6
3364,Aerospace Product and Parts,1.7,0,1.7,0,0,0,0,west,4
336411,Aircraft,0,0,0,0,0,0,0,west,6
337,Furniture and Related Products,0,0,0,0,0,0,0,west,3
339,Miscellaneous,0,0,0,0,0,0,0,west,3
31-33,Total,639,6,347,134,80,67,4,west,2
