,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,SPENT_LIQUOR_CO2_EMISSIONS,SPENT_LIQUOR_CH4_EMISSIONS,UNIT_NAME,UNIT_TYPE,SPENT_LIQUOR_N2O_EMISSIONS,BIOMASS_CH4_EMISSIONS_FACTOR,BIOMASS_N2O_EMISSIONS_FACTOR
203,1006454,2017,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 5 Lime Kiln / 1567-00,Pulp Mill Lime Kiln,,,
204,1006454,2017,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 4 Lime Kiln / 1450-00,Pulp Mill Lime Kiln,,,
205,1006454,2017,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 3 Lime Kiln / 1431-00,Pulp Mill Lime Kiln,,,
206,1006608,2017,FINCH PAPER LLC,156368.6,3.16,"Boilers 6,7,8,10",Chemical Recovery Furnace,.698,0.0019,0.00042
207,1006668,2017,Graphic Packaging International - Texarkana Mill,430987.5,8.7,RB1,Chemical Recovery Furnace,1.924,0.0019,0.00042
208,1006668,2017,Graphic Packaging International - Texarkana Mill,821435.9,16.59,RB2,Chemical Recovery Furnace,3.667,0.0019,0.00042
209,1006668,2017,Graphic Packaging International - Texarkana Mill,,,LK1,Pulp Mill Lime Kiln,,,
210,1006668,2017,Graphic Packaging International - Texarkana Mill,,,LK2,Pulp Mill Lime Kiln,,,
211,1006703,2017,International Paper - Columbus Mill,,,Lime Kiln,Pulp Mill Lime Kiln,,,
212,1006703,2017,International Paper - Columbus Mill,1221000.8,24.58,Recovery Boiler,Chemical Recovery Furnace,5.432,0.0019,0.00042
213,1006731,2017,Graphic Packaging International - Augusta,,,LK2,Pulp Mill Lime Kiln,,,
214,1006731,2017,Graphic Packaging International - Augusta,,,LK1,Pulp Mill Lime Kiln,,,
215,1006731,2017,Graphic Packaging International - Augusta,960584.5,19.45,RB3,Chemical Recovery Furnace,4.3,0.0019,0.00042
216,1006760,2017,International Paper ROME LINERBOARD MILL,,,LK2,Pulp Mill Lime Kiln,,,
217,1006760,2017,International Paper ROME LINERBOARD MILL,,,LK1,Pulp Mill Lime Kiln,,,
218,1006760,2017,International Paper ROME LINERBOARD MILL,983677.8,19.8,RF5,Chemical Recovery Furnace,4.377,0.0019,0.00042
219,1006776,2017,International Paper - Valliant Mill,,,Lime Kiln (EUG E7),Pulp Mill Lime Kiln,,,
220,1006776,2017,International Paper - Valliant Mill,993362.1,20.03,Recovery Furnace (EUG D6),Chemical Recovery Furnace,4.427,0.0019,0.00042
221,1006788,2017,International Paper-Riverdale Mill,361618.4,7.31,RB2,Chemical Recovery Furnace,1.615,0.0019,0.00042
222,1006788,2017,International Paper-Riverdale Mill,218170.1,4.41,RB1,Chemical Recovery Furnace,.974,0.0019,0.00042
223,1006788,2017,International Paper-Riverdale Mill,,,LK3,Pulp Mill Lime Kiln,,,
224,1006803,2017,INTERNATIONAL PAPER SAVANNA MILL,1298362.6,26.16,RF15,Chemical Recovery Furnace,5.784,0.0019,0.00042
225,1006803,2017,INTERNATIONAL PAPER SAVANNA MILL,,,LK07,Pulp Mill Lime Kiln,,,
226,1006885,2017,International Paper Ticonderoga Mill,,,LK1,Pulp Mill Lime Kiln,,,
227,1006885,2017,International Paper Ticonderoga Mill,410545.4,8.31,RF1,Chemical Recovery Furnace,1.837,0.0019,0.00042
228,1006892,2017,International Paper-Prattville Mill,,,Lime Kiln No. 2/ Z013,Pulp Mill Lime Kiln,,,
229,1006892,2017,International Paper-Prattville Mill,623957.6,12.59,Recovery Boiler No. 2/ Z011,Chemical Recovery Furnace,2.782,0.0019,0.00042
230,1006892,2017,International Paper-Prattville Mill,461312.4,9.3,Recovery Boiler No. 1/ Z001,Chemical Recovery Furnace,2.057,0.0019,0.00042
231,1006892,2017,International Paper-Prattville Mill,,,Lime Kiln No. 1/ Z003,Pulp Mill Lime Kiln,,,
232,1006958,2017,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",,,LK#1,Pulp Mill Lime Kiln,,,
233,1006958,2017,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",477669,9.61,RF#1,Chemical Recovery Furnace,2.125,0.0019,0.00042
234,1006958,2017,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",481349.3,9.69,RF#2,Chemical Recovery Furnace,2.142,0.0019,0.00042
235,1006962,2017,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,,,X026,Pulp Mill Lime Kiln,,,
236,1006962,2017,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,835681.2,16.9,X024,Chemical Recovery Furnace,3.736,0.0019,0.00042
237,1006975,2017,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,508284.9,10.28,RF02,Chemical Recovery Furnace,2.272,0.0019,0.00042
238,1006975,2017,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,,,LK02,Pulp Mill Lime Kiln,,,
239,1006975,2017,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,,,LK01,Pulp Mill Lime Kiln,,,
240,1006975,2017,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,250582.7,5.07,RF01,Chemical Recovery Furnace,1.12,0.0019,0.00042
241,1007135,2017,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,,,EU 017 No. 4 Lime Kiln,Pulp Mill Lime Kiln,,,
242,1007135,2017,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,668179.3,13.45,EU 018 No. 4 Recovery Boiler,Chemical Recovery Furnace,2.974,0.0019,0.00042
243,1007196,2017,Phoenix Paper Wickliffe LLC,,,08,Pulp Mill Lime Kiln,,,
244,1007196,2017,Phoenix Paper Wickliffe LLC,0,0,03,Chemical Recovery Furnace,0,0.0019,0.00042
245,1007214,2017,GEORGIA-PACIFIC Crossett Paper Operations,,,Lime Kiln (SN25),Pulp Mill Lime Kiln,,,
246,1007214,2017,GEORGIA-PACIFIC Crossett Paper Operations,886681.9,17.93,8R Boiler (SN26),Chemical Recovery Furnace,3.964,0.0019,0.00042
247,1007226,2017,International Paper-Riegelwood,,,LK4,Pulp Mill Lime Kiln,,,
248,1007226,2017,International Paper-Riegelwood,416946.5,8.39,RB4,Chemical Recovery Furnace,1.855,0.0019,0.00042
249,1007226,2017,International Paper-Riegelwood,1274329.6,25.65,RB5,Chemical Recovery Furnace,5.67,0.0019,0.00042
250,1007226,2017,International Paper-Riegelwood,,,LK3,Pulp Mill Lime Kiln,,,
251,1007273,2017,Ahlstrom - Munksjo - Mosinee Plant,119099.3,2.4,#14 Recovery Boiler (B21),Chemical Recovery Furnace,.531,0.0019,0.00042
252,1007273,2017,Ahlstrom - Munksjo - Mosinee Plant,,,Lime Kiln (P36),Pulp Mill Lime Kiln,,,
253,1007627,2017,GEORGIA PACIFIC MONTICELLO LLC,,,Lime Kiln,Pulp Mill Lime Kiln,,,
254,1007627,2017,GEORGIA PACIFIC MONTICELLO LLC,430180.6,8.66,#1 Recovery Boiler,Chemical Recovery Furnace,1.914,0.0019,0.00042
255,1007627,2017,GEORGIA PACIFIC MONTICELLO LLC,457737.3,9.21,#2 Recovery Boiler,Chemical Recovery Furnace,2.037,0.0019,0.00042
256,1007867,2017,Packaging Corporation of America,296193.1,5.96,Recovery Boiler #1,Chemical Recovery Furnace,1.318,0.0019,0.00042
257,1007867,2017,Packaging Corporation of America,,,Lime Kiln #1,Pulp Mill Lime Kiln,,,
258,1007867,2017,Packaging Corporation of America,323564.9,6.51,Recovery Boiler #2,Chemical Recovery Furnace,1.44,0.0019,0.00042
259,1007867,2017,Packaging Corporation of America,587396.2,11.82,Recovery Boiler #3,Chemical Recovery Furnace,2.613,0.0019,0.00042
260,1007867,2017,Packaging Corporation of America,,,Lime Kiln #2,Pulp Mill Lime Kiln,,,
261,1007912,2017,International Paper - Georgetown Mill,585690,11.81,No. 1 Recovery Boiler,Chemical Recovery Furnace,2.61,0.0019,0.00042
262,1007912,2017,International Paper - Georgetown Mill,,,No. 2 Lime Kiln,Pulp Mill Lime Kiln,,,
263,1007912,2017,International Paper - Georgetown Mill,791296,15.95,No. 2 Recovery Boiler,Chemical Recovery Furnace,3.527,0.0019,0.00042
264,1007912,2017,International Paper - Georgetown Mill,,,No. 1 Lime Kiln,Pulp Mill Lime Kiln,,,
265,1007917,2017,"ALABAMA RIVER CELLULOSE, LLC",1198755,24.13,X012,Chemical Recovery Furnace,5.333,0.0019,0.00042
266,1007917,2017,"ALABAMA RIVER CELLULOSE, LLC",825459,16.63,X001,Chemical Recovery Furnace,3.677,0.0019,0.00042
267,1007917,2017,"ALABAMA RIVER CELLULOSE, LLC",,,X003,Pulp Mill Lime Kiln,,,
268,1007917,2017,"ALABAMA RIVER CELLULOSE, LLC",,,X014,Pulp Mill Lime Kiln,,,
269,1007964,2017,"West Rock Mill Company, LLC",811016.8,16.41,RF3,Chemical Recovery Furnace,3.627,0.0019,0.00042
270,1007964,2017,"West Rock Mill Company, LLC",,,LK3,Pulp Mill Lime Kiln,,,
271,1007994,2017,BOISE WHITE PAPER LLC,,,Lime Kiln EU 340,Pulp Mill Lime Kiln,,,
272,1007994,2017,BOISE WHITE PAPER LLC,583124.3,11.8,Recovery Furnace EU 320,Chemical Recovery Furnace,2.609,0.0019,0.00042
273,1008025,2017,LEAF RIVER CELLULOSE LLC,1164939.4,23.45,AA-011,Chemical Recovery Furnace,5.183,0.0019,0.00042
274,1008025,2017,LEAF RIVER CELLULOSE LLC,,,AA-013,Pulp Mill Lime Kiln,,,
275,1008042,2017,WAUNA MILL,411087.1,8.29,Chem Rec Furn - EU24 (Swd & Hwd),Chemical Recovery Furnace,1.832,0.0019,0.00042
276,1008042,2017,WAUNA MILL,,,LK / EU-21,Pulp Mill Lime Kiln,,,
277,1008553,2017,"WestRock CP, LLC - Stevenson Mill",164495,3.34,RB1,Chemical Recovery Furnace,.737,0.0019,0.00042
278,1008708,2017,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",,,LK1,Pulp Mill Lime Kiln,,,
279,1008708,2017,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",559443.3,11.26,RF1,Chemical Recovery Furnace,2.489,0.0019,0.00042
280,1008999,2017,Cosmopolis Pulp Mill,517844.5,8.27,Combined Recovery Stack AP10,Chemical Recovery Combustion Unit,1.828,0.0019,0.00042
